city_id,agent_normalized,agent_display,matched,phone,website,address,source,confidence_note
chennai,jain housing & constructions ltd.,Jain Housing & Constructions Ltd.,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,jll,JLL,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,kap property advisors,KAP Property Advisors,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,karpaga priyanga,Karpaga Priyanga,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,kenra properties private limited,Kenra Properties Private Limited,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,kirija velmurugan,Kirija Velmurugan,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,kothari estates,Kothari Estates,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,luxclusive homes,Luxclusive Homes,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,madras two realtor,Madras Two Realtor,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,marina residences & realty,Marina Residences & Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,marutham prop consulting pvt ltd,Marutham Prop Consulting Pvt Ltd,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,matrix realtor,Matrix Realtor,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,medsea properties,Medsea Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,mehta havens ltd,Mehta Havens Ltd,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,moon realtors,Moon Realtors,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,narpavi realty india,Narpavi Realty India,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,nook and corner properties,Nook And Corner Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,oceans five home,Oceans Five Home,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,parthiban,Parthiban,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,pkrealtyndpropertymgt,PKRealtyndPropertyMgt,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,priva properties,Priva Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,prop guider,Prop Guider,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,prop leaf,Prop Leaf,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,property playbook,Property Playbook,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,propertykart services pvt ltd,Propertykart Services Pvt Ltd,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,propsteps realty,Propsteps Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,r m realtors,R M REALTORS,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,rajam property management services pvt ltd,Rajam Property Management Services Pvt Ltd,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,ravi realty,Ravi Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,red realty,Red Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,right move aspects,Right Move Aspects,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,royal land and developer,Royal Land And Developer,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,saravanan,Saravanan,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,scc homes & properties,SCC Homes & Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,sgs properties,SGS Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,sky high realty ventures,Sky High Realty Ventures,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,south zone realty consulting pvt. ltd.,South Zone Realty Consulting Pvt. Ltd.,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,sri sai realty services,SRI SAI REALTY SERVICES,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,srinivasa property management,SRINIVASA PROPERTY MANAGEMENT,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,srs chennai properties,SRS Chennai Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,star flyers properties,Star Flyers Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,street creators,Street Creators,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,the nest realtor,The Nest Realtor,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,trio dolph business solutions,Trio Dolph Business Solutions,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,ultra realty,Ultra Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,urbanrise,Urbanrise,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
chennai,verify assetz,Verify Assetz,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,anand,ANAND,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,ani properties,Ani Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,anokhi enterprises pvt ltd,Anokhi Enterprises Pvt Ltd,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,anvitha property consultants,Anvitha Property Consultants,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,arjun,Arjun,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,arvindh real estates,Arvindh Real Estates,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,aslam,Aslam,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,aston realty,Aston Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,auctus reality,Auctus Reality,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,avenir realty,Avenir Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,b naveen,B NAVEEN,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,beyond homes pvt ltd,Beyond Homes Pvt Ltd,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,blueprint realty,Blueprint Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,bmr projects limited,BMR Projects Limited,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,bmrs realtors pvt ltd/sonu interiors,BMRS Realtors Pvt Ltd/Sonu Interiors,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,c r properties hub,C R Properties Hub,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,chaitanya realty,Chaitanya Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,chakravarthy realtors,Chakravarthy Realtors,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,convex homes,Convex Homes,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,crown nd keys realty,Crown Nd Keys Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,cybercity builders and developers pvt. ltd.,Cybercity Builders And Developers Pvt. Ltd.,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,d sandeep,D Sandeep,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,deccan infra,Deccan Infra,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,deepak kumar kumar,Deepak Kumar Kumar,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,dhani realty hyd,Dhani Realty HYD,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,dhs property solutions,DHS Property Solutions,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,divya property consultant,Divya Property Consultant,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,dreaamzarrow homes infra pvt ltd.,Dreaamzarrow Homes Infra Pvt Ltd.,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,driven properties india,Driven Properties India,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,elephan tale realty,Elephan Tale Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,explore properties,Explore Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,fair rent resale,Fair Rent Resale,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,fortune reality,Fortune Reality,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,franch realty,Franch Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,ghar properties,Ghar Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,goutham krishna,Goutham Krishna,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,hari krishna,Hari Krishna,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,housewise.in,Housewise.In,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,housing space,Housing Space,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,imraan,Imraan,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,investor unit,Investor Unit,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,jaswitha constructions,Jaswitha Constructions,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,joseph,Joseph,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,k. krishna,K. Krishna,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,karthik,Karthik,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,kartikeya developers,Kartikeya Developers,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,kassay homes private limited,Kassay Homes Private Limited,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,klm infra projects,KLM INFRA PROJECTS,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,krishojana realty,KrishoJana Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,lokal properties pvt ltd,Lokal Properties Pvt Ltd,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,m koti babu,M KOTI BABU,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,madduri properties,MADDURI PROPERTIES,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,madras two realtor,Madras Two Realtor,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,manikanta,Manikanta,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,maxxco real estate,Maxxco Real Estate,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,metro properties,Metro Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,mohd,Mohd,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,mpm ventures private limited,MPM Ventures Private Limited,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,murali krishna reddy,Murali Krishna Reddy,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,namishree,Namishree,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,nanda kishore,Nanda Kishore,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,one roof property solution,One Roof Property Solution,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,pawan,Pawan,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,pj properties,PJ Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,pkk realtors,PKK Realtors,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,profound properties,Profound Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,property link,PROPERTY LINK,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,property post,Property Post,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,propsols,Propsols,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,quick house guru realtors llp,Quick House Guru Realtors LLP,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,r r realty,R R Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,rajesh,Rajesh,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,raju,Raju,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,ram,Ram,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,ram realty,Ram Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,rama krishna reddy,Rama Krishna Reddy,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,rambabu k,Rambabu K,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,rao,Rao,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,ravi,Ravi,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,ravinder,Ravinder,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,reddy properties,Reddy Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,renew realty,ReNew Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,s s innovations,S S Innovations,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,samir chopra,Samir Chopra,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,say properties,SAY Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,serene property services,SERENE PROPERTY SERVICES,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,shanmukho properties,Shanmukho Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,shanwaz,Shanwaz,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,shiva d,Shiva D,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,shiva gudimetla,Shiva Gudimetla,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,shreemukh namitha homes pvt ltd,Shreemukh Namitha Homes Pvt Ltd,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,simchah estates private limite,SIMCHAH ESTATES PRIVATE LIMITE,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,sourish pal,Sourish Pal,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,space link,Space Link,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,space properties,Space Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,sri balaji real estate,Sri Balaji Real Estate,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,sri mahati realtors,Sri Mahati Realtors,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,sri sai infra,SRI SAI INFRA,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,sri sai saranya housing ltd p,SRI SAI SARANYA HOUSING LTD P,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,sridhar goud,Sridhar Goud,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,srinivas,Srinivas,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,srinivasa reddy,Srinivasa Reddy,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,sritha constructions,Sritha Constructions,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,sunshine property services,Sunshine Property Services,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,suraj realestates realestates,Suraj Realestates Realestates,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,swaasa real estate consultancy,Swaasa Real Estate Consultancy,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,sweet homes vahid,Sweet Homes Vahid,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,tiranga realty,Tiranga Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,ultra realty,Ultra Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,v space,V Space,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,value nest global nri realty,Value Nest Global NRI Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,vara prasad,Vara Prasad,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,venkat reddy sripathy,Venkat Reddy Sripathy,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,venkatesh,Venkatesh,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
hyderabad,vijay associate,Vijay Associate,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,a & z realtors,A & Z Realtors,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,a. j housing,A. J Housing,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,a.t.s consultancy,A.T.S Consultancy,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,aangan property consultant,Aangan Property Consultant,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,aarambh properties,Aarambh Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,aarav properties,Aarav Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,aarav realty,Aarav Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,aarti realtors,Aarti Realtors,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,accurate deals,Accurate Deals,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,aditya properties,Aditya Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,adona homes,Adona Homes,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,adona realty,Adona Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,adrian dsouza estate,Adrian Dsouza Estate,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,agarwal properties,Agarwal Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,agrawal property consultant,Agrawal Property Consultant,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,ajay arya,Ajay Arya,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,ajay tiwari,Ajay Tiwari,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,ajmera properties,Ajmera Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,alif estate consultants,Alif Estate Consultants,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,alveera homes,Alveera Homes,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,amit dubey,Amit Dubey,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,amol real estate,Amol Real Estate,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,ankit,Ankit,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,anushka realtors,Anushka Realtors,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,arihant associates,Arihant Associates,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,arihant real estate,Arihant Real Estate,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,arvind thakur,Arvind Thakur,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,ashwin sheth group and emami group,Ashwin Sheth Group And Emami Group,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,asmita estate agency,Asmita Estate Agency,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,asset aspire,Asset Aspire,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,asset zone,Asset Zone,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,atul projects,Atul Projects,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,aureus property advisors,Aureus Property Advisors,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,avant group,Avant Group,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,avon housing,Avon Housing,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,balaji enterprises,Balaji Enterprises,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,balaji real estate,Balaji Real Estate,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,barudgar property,Barudgar Property,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,be realty,Be Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,bellevie rental and resale,BelleVie Rental And Resale,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,bhageerati real estate,Bhageerati Real Estate,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,bhanushali estate agency,Bhanushali Estate Agency,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,bhavnani real estate,Bhavnani Real Estate,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,bhavya bhairav real estate,Bhavya Bhairav Real Estate,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,bhoomi realty,Bhoomi Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,bhutta estate agency,Bhutta Estate Agency,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,blessing home realtors,Blessing Home Realtors,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,blossom realty,Blossom Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,blue earth property,Blue Earth Property,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,blue sapphire,Blue Sapphire,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,bmg properties,BMG Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,bombay housing realty consultant,Bombay Housing Realty Consultant,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,book of properties,Book Of Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,brahma realtors,Brahma Realtors,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,brc realty,BRC Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,brij realty,Brij Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,brokio realty,Brokio Realty,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,buddhay royal enterprises,Buddhay Royal Enterprises,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,buri kali mata real estate consultant,Buri Kali Mata Real Estate Consultant,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,chaitanya enterprises,Chaitanya Enterprises,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,changod estate bhavesh barot barot,Changod Estate Bhavesh Barot Barot,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,charmy consultancy,Charmy Consultancy,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,chetan,Chetan,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,chhabria housing llp,Chhabria Housing LLP,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,choice homes,Choice Homes,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,city properties,City Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,clean property solutions,Clean Property Solutions,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,cordeiro real estate,Cordeiro Real Estate,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,crest property solutions llp.,Crest Property Solutions LLP.,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,d p realtors,D P Realtors,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,d s estate agency,D S Estate Agency,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,deal one consultancy,Deal One Consultancy,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,deepak jha,Deepak Jha,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,deepak sharma,Deepak Sharma,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,dhm estates,DHM Estates,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,disha properties,Disha Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,divyansh properties,Divyansh Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,diya realtors,Diya Realtors,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,done deal,Done Deal,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,dosti homes estate consultants,Dosti Homes Estate Consultants,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
mumbai,dream properties,Dream Properties,0,,,,,"GOOGLE_MAPS_API_KEY not set, lookup skipped"
